statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
"Don't cry over spilled milk, so I'll just mop the floor and move on.",0,The choice to move on is a subjective attitude toward mishaps; opinion. Confidence high.,4,1,"The spill and mopping involve physical liquids, but the core is social advice; physical aspect secondary. Somewhat satisfied.",2,0,'Don't cry over spilled milk' is an aphorism meaning don't dwell on mishaps; not literal. Confidence very high.,4,0,"It advises emotional restraint, a socially valued norm; not a positive law. Confidence high.",4,0,"It reasons that a spill is irreversible and minor, concluding mopping suffices; knowledge plus logic. Confidence high.",4,1,Spilling milk at home is a mundane occurrence; not abstract. Confidence very high.,4,"Common sense says minor accidents shouldn't cause distress, applied to a household spill.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Actions speak louder than words, so judge coworkers by what they deliver.",0,Judging by results is a subjective evaluative stance; opinion. Confidence high.,4,1,"It concerns social behavior, not physical features; this feature is largely unsatisfied. Low confidence.",1,0,'Actions speak louder than words' is a metaphorical aphorism; not literal. Confidence very high.,4,0,It prescribes a judgment norm for evaluating others; not positive. Confidence high.,4,0,It combines the premise that deeds matter with logic to conclude how to evaluate; reasoning. Confidence high.,4,1,Evaluating coworkers' performance is routine in work life; not abstract. Confidence very high.,4,Trusting deeds over promises is common workplace wisdom.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Better late than never, so sending the birthday card today still counts.",0,Whether a late card counts is a subjective social judgment; opinion. Confidence high.,4,1,"Card delivery is a physical act, but the meaning is social; weak physical grounding. Somewhat satisfied at best.",1,0,'Better late than never' is a proverb; not literal. Confidence very high.,4,0,It reflects a norm about accepting belated goodwill; not positive. Confidence high.,4,0,"It reasons that a late gesture retains value, concluding it still counts; knowledge plus logic. Confidence high.",4,1,Sending birthday cards is an ordinary social ritual; not abstract. Confidence very high.,4,"Belated effort is still valued, common sense for personal gestures.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"The best things in life are free, like a walk in the park at sunset.",0,What counts as 'best' is a subjective value judgment; opinion. Confidence high.,4,1,"The sunset walk occurs in the physical world, but the claim is about value; weak physical grounding. Somewhat satisfied.",2,0,'Best things in life are free' is a hyperbolic aphorism; not literal. Confidence very high.,4,0,It expresses a value about what should be cherished; normative. Confidence high.,4,0,"It links the free walk with life's best things, inferring its value; reasoning present but simple. Confidence moderate-high.",3,1,Walking in a park is a common leisure activity; not abstract. Confidence very high.,4,Valuing simple pleasures over cost is everyday wisdom.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"You are what you eat, so I skip junk food before my morning run.",0,"The decision to skip junk food is a personal choice, not objectively provable as right; opinion. Confidence moderate-high.",3,1,"Nutrition and running are physical processes, grounding the statement physically. Confidence moderate-high.",3,0,'You are what you eat' is a metaphor about diet shaping health; not literal. Confidence very high.,4,0,"It implies one should eat well, a health norm; not positive. Confidence moderate-high.",3,0,It combines knowledge of diet's effects with logic to conclude skipping junk food; reasoning. Confidence high.,4,1,Eating and running are routine activities; not abstract. Confidence very high.,4,"Diet choices affect wellbeing, common sense for exercisers.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Absence makes the heart grow fonder, so distance will strengthen our love.",0,Whether distance strengthens love is subjective and varies by couple; opinion. Confidence high.,4,1,"Emotional effects of distance are social-psychological, not physical; largely unsatisfied. Low confidence.",1,0,'Absence makes the heart grow fonder' is a proverbial metaphor; not literal. Confidence very high.,4,0,It reflects a romantic belief about how relationships should be viewed; weakly normative. Confidence moderate.,2,0,It applies the proverb's premise to conclude love will grow; knowledge plus logic. Confidence moderate-high.,3,1,Being apart from a partner is a common relationship experience; not abstract. Confidence very high.,4,"Many believe separation deepens affection, common in relationships.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Every cloud has a silver lining, so losing my job pushed me toward a better one.",0,Interpreting job loss as beneficial is a subjective framing; opinion. Confidence high.,4,1,"Clouds and linings are physical imagery, but the meaning is social; weak physical grounding. Somewhat satisfied at best.",2,0,'Silver lining' is a metaphor for hidden benefit; not literal. Confidence very high.,4,0,"It encourages optimism, a valued outlook; weakly normative. Confidence moderate.",2,0,"It infers a positive outcome from a setback, combining experience and logic; reasoning. Confidence high.",4,1,Job loss is a realistic life event many face; not abstract. Confidence very high.,4,"Setbacks often lead to unexpected gains, a common resilience belief.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Too many cooks spoil the broth, so our committee should let one person lead.",0,Whether one leader is better is a subjective management view; opinion. Confidence high.,4,1,"Broth cooking is physical, but the core is group dynamics; weak physical grounding. Somewhat satisfied.",2,0,'Too many cooks' is a metaphor about over-collaboration; not literal cooking. Confidence very high.,4,0,"It prescribes how the committee should organize, a normative suggestion; not positive. Confidence high.",4,0,It applies the proverb's logic to conclude a leadership structure; reasoning. Confidence high.,4,1,Working on committees is a common experience; not abstract. Confidence very high.,4,"Too much input harms outcomes, common sense for group work.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Practice makes perfect, so I'll master the piano if I play scales daily.",0,Assured mastery is an optimistic personal belief; opinion. Confidence high.,4,1,"Skill acquisition involves motor learning, a physical process; moderate grounding. Confidence moderate.",3,0,'Practice makes perfect' is an aphorism with hyperbole; not literal perfection. Confidence very high.,4,0,It endorses diligence as a virtue to follow; weakly normative. Confidence moderate-high.,3,0,It combines the practice principle with the plan to infer mastery; reasoning. Confidence high.,4,1,Learning piano at home is an everyday pursuit; not abstract. Confidence very high.,4,"Consistent practice improves skill, a common learning belief.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Kill two birds with one stone, so I'll exercise by biking to work.",0,Choosing biking as optimal is a personal judgment; opinion. Confidence moderate-high.,3,1,Cycling is a physical activity with measurable effects; moderate physical grounding. Confidence moderate.,3,0,'Kill two birds' is a metaphor for multitasking; not literal. Confidence very high.,4,0,"It suggests an efficient course of action, implying a norm of productivity; weakly normative. Confidence moderate.",2,0,It combines commuting and fitness goals to conclude biking serves both; reasoning. Confidence high.,4,1,Commuting and exercising are routine activities; not abstract. Confidence very high.,4,"Combining goals saves effort, common sense for busy people.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"A stitch in time saves nine, so fix the leaky faucet before it floods.",0,The urgency to fix now is a subjective assessment; opinion. Confidence moderate-high.,3,1,Leaks and flooding are physical processes; strong physical grounding. Confidence high.,4,0,'Stitch in time' is a proverbial metaphor for prompt action; not literal sewing. Confidence very high.,4,0,It prescribes timely maintenance as proper conduct; normative. Confidence high.,4,0,"It predicts flooding from the leak, combining knowledge and logic; reasoning. Confidence high.",4,1,Household repairs are common occurrences; not abstract. Confidence very high.,4,"Timely repairs prevent bigger problems, everyday home wisdom.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Look before you leap, so I'll inspect the icy stairs before descending.",0,Deciding to inspect first is a prudent personal choice; opinion. Confidence moderate-high.,3,1,"Ice, stairs, and slipping are physical phenomena; strong physical grounding. Confidence high.",4,0,'Look before you leap' is an aphorism about caution; not literal leaping. Confidence very high.,4,0,"It advises cautious behavior, a safety norm; normative. Confidence high.",4,0,It infers risk from ice and concludes inspection is needed; reasoning. Confidence high.,4,1,Navigating icy stairs is a common winter hazard; not abstract. Confidence very high.,4,"Caution prevents accidents, common winter sense.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Laughter is the best medicine, so a comedy night will lift my friend's mood.",0,That comedy will lift the mood is a hopeful subjective prediction; opinion. Confidence high.,4,1,"Mood changes have physiological aspects, but the claim is social; weak physical grounding. Somewhat satisfied.",2,0,'Laughter is the best medicine' is a metaphor; not literal medicine. Confidence very high.,4,0,"It implies one should cheer others up, a social expectation; weakly normative. Confidence moderate.",2,0,It links laughter to mood improvement and plans a remedy; reasoning. Confidence moderate-high.,3,1,Watching comedy with a friend is an ordinary activity; not abstract. Confidence very high.,4,"Humor improves spirits, common sense for comforting others.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Rome wasn't built in a day, so I'll keep saving for my house deposit.",0,The expectation that savings will suffice is a hopeful belief; opinion. Confidence moderate-high.,3,1,"Money accumulation is measurable, but the core is motivational; weak physical grounding. Somewhat satisfied.",2,0,'Rome wasn't built in a day' is a historical aphorism about patience; not literal. Confidence very high.,4,0,It endorses perseverance as a virtue; weakly normative. Confidence moderate-high.,3,0,It combines the patience principle with the savings plan; reasoning. Confidence high.,4,1,Saving for a house is a common financial goal; not abstract. Confidence very high.,4,"Big goals need patience, common financial sense.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Waste not, want not, so I'll pack leftovers for tomorrow's lunch.",0,Packing leftovers as the right choice is a subjective habit view; opinion. Confidence moderate-high.,3,1,Food preservation and consumption are physical processes; moderate grounding. Confidence moderate.,3,0,"'Waste not, want not' is a proverb about thrift; not literal. Confidence very high.",4,0,It prescribes thrift as proper behavior; normative. Confidence high.,4,0,It infers future benefit from saving food; reasoning. Confidence high.,4,1,Handling leftovers is a routine kitchen task; not abstract. Confidence very high.,4,"Avoiding waste ensures future sufficiency, everyday kitchen wisdom.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"All that glitters is not gold, so I'll research that bargain car before buying.",0,Suspecting the bargain is a cautious personal judgment; opinion. Confidence moderate-high.,3,1,A car's condition involves physical/mechanical properties; moderate physical grounding. Confidence moderate.,3,0,'All that glitters' is a metaphor about deceptive appearances; not literal. Confidence very high.,4,0,"It advises due diligence, a prudent norm; normative. Confidence high.",4,0,"It infers hidden flaws from the low price, combining knowledge and logic; reasoning. Confidence high.",4,1,Buying a used car is a common consumer situation; not abstract. Confidence very high.,4,"Attractive appearances may deceive, common consumer sense.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Since the party starts at eight, I should leave home by seven thirty.",0,The right departure time is a subjective judgment; one could reasonably leave earlier or later and not be provably wrong. I am somewhat confident.,3,0,"Punctuality expectations and party etiquette are human social conventions, not natural laws. I am very confident this satisfies the social feature.",4,1,"The sentence means exactly what it says, with no metaphors or idioms. I am very confident it satisfies this feature.",4,0,It expresses a 'should' about proper behavior based on social norms of punctuality. It is not a mere empirical description. I am very confident.,4,0,It draws a conclusion (leave by 7:30) by combining event knowledge with travel logic. It is not a bare observation. I am very confident.,4,1,"People routinely time their departure for social events; this is a common lived experience, not abstract theory. I am very confident.",4,Coordinating departure time with an event's start reflects ordinary social planning reasoning.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"My neighbor waved and smiled at me, so she must be in a friendly mood.",0,The neighbor's mood cannot be objectively demonstrated from a wave; the inference is inherently subjective. I am somewhat confident.,3,0,Interpreting waves and smiles depends on human social signals and conventions. I am very confident.,4,1,"The sentence plainly states an observation and inference, without figurative language. I am very confident.",4,0,"It involves a belief about how social signals should be interpreted, a socially shared convention. I am somewhat confident, as it could be read as an empirical claim.",3,0,It combines an observation with social knowledge to reach a conclusion about mood. I am very confident.,4,1,People constantly greet neighbors and infer moods in ordinary life. I am very confident.,4,Reading another person's mood from gestures is classic everyday social inference.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"I gave my friend a gift, so she will probably feel appreciated.",0,How the friend actually feels is subjective and cannot be proven or disproven objectively. I am somewhat confident.,3,0,Gift-giving is a socially constructed practice expressing appreciation. I am very confident.,4,1,"The sentence means exactly what it plainly says, with no figures of speech. I am very confident.",4,0,It reflects a shared social belief that gifts are the proper way to show appreciation. I am somewhat confident.,3,0,It reasons from an action (gift) to a predicted emotional outcome via social knowledge. I am very confident.,4,1,Giving gifts to friends is an ordinary experience for most people. I am very confident.,4,Gift-giving is a social practice with recognizable emotional consequences.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Since Grandma loves knitting, a yarn gift basket is the best present for her.",0,What makes the 'best' present is inherently subjective and not objectively demonstrable. I am very confident.,4,0,Personal preferences and gift-giving conventions are of human social origin. I am very confident.,4,1,"The sentence is plain and literal, describing a gift choice directly. I am very confident.",4,0,Calling it the 'best' present expresses a value judgment about what one should give. I am very confident.,4,0,It combines knowledge of Grandma's hobby with gift logic to reach a conclusion. I am very confident.,4,1,Selecting presents for family based on their hobbies is a familiar situation. I am very confident.,4,Choosing a gift based on known personal preferences is everyday reasoning.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Because it is my best friend's birthday, I should send her a card.",0,"Whether a card is truly required is subjective; some would call or visit instead, and neither is provably correct. I am somewhat confident.",3,0,Birthdays and greeting cards are human social conventions. I am very confident.,4,1,"The sentence says exactly what it means, with no figurative expressions. I am very confident.",4,0,It expresses a social duty ('should') tied to friendship etiquette. I am very confident.,4,0,It draws the conclusion 'should send a card' from the premise of a best friend's birthday. I am very confident.,4,1,"Sending birthday cards is a routine, familiar experience. I am very confident.",4,Remembering birthdays and acknowledging them is a common social norm.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"The meeting ran over schedule, so it was probably poorly planned.",0,Whether the planning was truly poor is subjective; delays can have many causes and cannot be objectively adjudicated here. I am somewhat confident.,3,0,Meetings and schedules are socially constructed human arrangements. I am very confident.,4,1,The sentence is plain language meaning exactly what it states. I am very confident.,4,0,Calling the planning 'poor' is a value judgment about how meetings ought to be organized. I am very confident.,4,0,It infers a conclusion about planning quality from the observed schedule overrun. I am very confident.,4,1,Meetings running late are commonly encountered in ordinary work life. I am very confident.,4,Judging event organization from its outcome is everyday evaluative reasoning.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Since everyone at dinner ordered steak, I should have ordered steak too.",0,Whether following the group is the right choice is subjective and cannot be proven correct. I am very confident.,4,0,Menu choices and conformity to group behavior are social phenomena. I am very confident.,4,1,The sentence is literal and means exactly what it says. I am very confident.,4,0,"It expresses a belief that one should follow the group's choice, a social convention of fitting in. I am very confident.",4,0,It reasons from others' orders to a conclusion about one's own best action. I am very confident.,4,1,Choosing from a menu at dinner is an ordinary experience. I am very confident.,4,Using others' choices to guide one's own is a common social decision heuristic.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"That driver honked at me, so I must have cut him off by mistake.",0,The driver's true motive is unknowable; the inference about one's mistake is subjective. I am somewhat confident.,3,0,Honking etiquette and right-of-way rules are human social conventions. I am very confident.,4,1,"The sentence plainly reports an event and an inference, without figurative language. I am very confident.",4,0,It presupposes the social rule that cutting people off is wrong driving behavior. I am somewhat confident.,3,0,It combines the honk observation with driving norms to conclude a mistake occurred. I am very confident.,4,1,Being honked at while driving is a common everyday occurrence. I am very confident.,4,Interpreting honking as feedback on one's own driving is everyday social inference.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"My sister seemed quiet at dinner, so she must be upset with me.",0,Her actual feelings cannot be objectively verified; the interpretation is inherently subjective. I am somewhat confident.,3,0,Reading moods from behavior relies on socially learned emotional cues. I am very confident.,4,1,"The sentence is plain, literal language with no idioms or metaphors. I am very confident.",4,0,"It reflects a shared belief that quietness signals disapproval, a social interpretive convention. I am somewhat confident.",3,0,It reasons from observed quietness to a conclusion about her emotional state. I am very confident.,4,1,Family dinners and quiet relatives are ordinary experiences. I am very confident.,4,Inferring emotions from a family member's demeanor is a common social reasoning pattern.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Since the wedding is formal, guests should wear suits or dresses, not jeans.",0,What counts as appropriate attire is subjective and varies across cultures; it cannot be objectively proven. I am somewhat confident.,3,0,Dress codes are socially constructed conventions tied to events like weddings. I am very confident.,4,1,The sentence literally describes expected attire with no figures of speech. I am very confident.,4,0,It explicitly states a 'should' based on social dress norms. I am very confident.,4,0,It combines knowledge of the event's formality with dress norms to conclude what guests should wear. I am very confident.,4,1,Deciding what to wear to weddings is a familiar situation. I am very confident.,4,Dress codes matching occasion formality is a well-known social convention.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"He proposed to her at their favorite restaurant, so it must have felt romantic.",0,Whether it felt romantic is a subjective feeling that cannot be objectively demonstrated. I am very confident.,4,0,"Proposals, romance, and 'favorite restaurants' are human social constructs. I am very confident.",4,1,The sentence is plain and means exactly what it says. I am very confident.,4,0,It reflects the social value that favorite venues make occasions romantic. I am somewhat confident.,3,0,It infers the romantic feeling from the proposal location via shared social knowledge. I am very confident.,4,1,People commonly dine at favorite restaurants and hear of proposals there. I am very confident.,4,Connecting a proposal setting to its perceived romance is everyday social judgment.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"My boss praised my report, so she must think I deserve a promotion.",0,The boss's true opinion about a promotion cannot be objectively verified from praise. I am somewhat confident.,3,0,"Praise, promotions, and workplace hierarchy are human social constructs. I am very confident.",4,1,"The sentence plainly reports praise and an inference about the boss's view, without figurative language. I am very confident.",4,0,It reflects the workplace belief that good work should be rewarded with promotion. I am somewhat confident.,3,0,It combines the praise observation with workplace logic to conclude she favors a promotion. I am very confident.,4,1,Workplace praise and promotion hopes are common lived experiences. I am very confident.,4,Interpreting praise from authority figures as a career signal is everyday workplace reasoning.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Because the whole family celebrates Christmas, we should put up a tree in December.",0,Whether a tree is truly needed is subjective; families differ and neither view is provably correct. I am somewhat confident.,3,0,"Christmas and decorating trees are cultural, socially constructed traditions. I am very confident.",4,1,"The sentence literally describes putting up a tree, with no idioms. I am very confident.",4,0,It expresses a 'should' grounded in family and cultural tradition. I am very confident.,4,0,It concludes the tree is warranted from the premise of family celebration plus timing knowledge. I am very confident.,4,1,Putting up a Christmas tree is an ordinary seasonal activity. I am very confident.,4,Aligning household traditions with family customs is common social decision-making.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"She thanked me twice for the ride, so she probably really appreciated it.",0,Her true level of appreciation is internal and cannot be objectively measured. I am somewhat confident.,3,0,Thanking someone is a social politeness convention. I am very confident.,4,1,"The sentence means exactly what it plainly says, with no figurative language. I am very confident.",4,0,It relies on the social norm that thanks express appreciation. I am somewhat confident.,3,0,It infers genuine appreciation by combining repeated thanks with politeness knowledge. I am very confident.,4,1,Giving rides and receiving thanks are ordinary experiences. I am very confident.,4,Reading gratitude intensity from repeated thanks is everyday social inference.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"The teacher smiled at my answer, so I must have gotten it right.",0,Whether the answer was truly right cannot be determined from a smile alone; the inference is subjective. I am somewhat confident.,3,0,Classroom feedback via smiles is a socially constructed communicative convention. I am very confident.,4,1,"The sentence plainly describes a smile and an inference, without figurative language. I am very confident.",4,0,It reflects the shared belief that teacher approval signals correctness. I am somewhat confident.,3,0,It combines the observed smile with school knowledge to conclude the answer was correct. I am very confident.,4,1,Answering in class and observing teachers is an everyday school experience. I am very confident.,4,Reading a teacher's reaction as feedback on performance is familiar school reasoning.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Since my team won the championship, this is the best season of my life.",0,What makes a season the 'best' is inherently subjective and not objectively verifiable. I am very confident.,4,0,"Sports fandom, teams, and championships are human social constructs. I am very confident.",4,1,The sentence is plain and means exactly what it says. I am very confident.,4,0,Calling it the 'best' season expresses a personal value judgment about what matters in life. I am very confident.,4,0,It concludes the season's quality by combining the championship outcome with personal significance. I am very confident.,4,1,Following a favorite team through a season is a common experience. I am very confident.,4,Linking a favorite team's success to personal happiness is everyday fan reasoning.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Everyone else stayed late at the office, so I should stay late too.",0,Whether staying late is actually the right choice is subjective and debatable. I am very confident.,4,0,Office working hours and peer conformity are social conventions. I am very confident.,4,1,"The sentence literally describes staying late, with no figures of speech. I am very confident.",4,0,"It expresses a 'should' based on matching colleagues' behavior, a workplace social norm. I am very confident.",4,0,It reasons from others' behavior to a conclusion about one's own duty. I am very confident.,4,1,Deciding how late to stay at the office is an ordinary work situation. I am very confident.,4,Matching one's working hours to colleagues is a typical workplace norm.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"My friend kept checking her phone during dinner, so she must be bored with me.",0,Her boredom is an internal state that cannot be objectively proven from phone-checking. I am somewhat confident.,3,0,Phone etiquette and dinner conversation norms are social conventions. I am very confident.,4,1,"The sentence plainly describes her behavior and an inference, without idioms. I am very confident.",4,0,It relies on the social norm that attention should be given to dinner companions. I am somewhat confident.,3,0,It combines the phone-checking observation with etiquette knowledge to infer her feelings. I am very confident.,4,1,People checking phones at dinner is a common modern experience. I am very confident.,4,Interpreting phone-checking as social disinterest is everyday conversational inference.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"Because my parents love Italian food, we should choose that new pasta place.",0,Whether the pasta place is truly the right choice is subjective and cannot be proven correct. I am very confident.,4,0,Family tastes and restaurant-going are human social practices. I am very confident.,4,1,"The sentence means exactly what it says, with no figurative language. I am very confident.",4,0,"It expresses a 'should' about accommodating family preferences, a social value. I am very confident.",4,0,It concludes the restaurant choice from knowledge of preferences plus the new option. I am very confident.,4,1,Choosing restaurants for family outings is an ordinary experience. I am very confident.,4,Picking a restaurant from family preferences is a common everyday decision.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
The bride looked happier than anyone else at the wedding.,0,Comparing subjective happiness across people is inherently an opinion and cannot be objectively measured. I am very confident.,4,0,"Weddings, brides, and happiness comparisons are human social constructs. I am very confident.",4,1,"The sentence plainly states a comparison of visible happiness, without idioms. I am very confident.",4,0,It reflects the cultural expectation that brides should be the happiest at their wedding. I am somewhat confident.,3,0,It reaches a comparative conclusion by combining observations of the bride and guests. I am very confident.,4,1,Attending weddings and observing the couple is a familiar experience. I am very confident.,4,Comparing a bride's joy to guests' at a wedding is a common social observation and judgment.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
A plastic ruler will bend before it snaps if you press it too hard.,0,"It is an empirically checkable prediction, so it is fact rather than opinion.",1,1,"It depends on the mechanical properties of plastic, a physical matter.",4,1,"Plain literal description, no metaphor.",4,0,"The statement is a factual prediction about material behavior, not a value or social norm, so it is positive rather than normative.",1,0,It draws a reasoned conclusion about likely behavior from experience and material properties.,4,1,Bending plastic rulers is a familiar household experience.,4,Combines everyday experience with physical knowledge and simple mechanical reasoning.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"If you don't charge your phone overnight, it will die before noon.",0,"Battery behavior is objectively checkable, so it is fact.",1,1,It involves battery chemistry and power consumption.,4,1,Literal description of phone use.,4,0,"It is a factual prediction, not a value or convention.",1,0,It combines knowledge of battery drain with a logical prediction.,4,1,Phone charging is part of ordinary daily routines.,4,A practical everyday inference from battery behavior and usage habits.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
The ice on your windshield will melt faster if you pour warm water on it.,0,Heat transfer effects are objectively testable.,1,1,It relies on heat transfer principles.,4,1,"Literal, plainly worded statement.",4,0,"It is an empirical prediction, not a norm.",1,0,It applies known physics to reach a new conclusion.,4,1,Dealing with icy windshields is an ordinary experience.,4,Simple thermal reasoning encountered in daily winter life.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"If you keep bread on the counter for a week, it will get moldy.",0,Mold growth is empirically verifiable.,1,1,Mold growth is a biological process.,4,1,Plain literal wording.,4,0,"It is a factual prediction, not a judgment or rule.",1,0,It infers a future outcome from known conditions.,4,1,Everyone encounters aging bread at home.,4,Everyday food storage reasoning based on biological knowledge.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
Your GPS will be inaccurate if you drive through a long tunnel.,0,GPS accuracy is objectively measurable.,1,1,It depends on radio signal physics.,4,1,"Literal description, no figures of speech.",4,0,"It is a factual prediction, not a social norm.",1,0,It reasons from signal blocking to the effect on the device.,4,1,Drivers commonly face tunnels and GPS signal loss.,4,A common inference about everyday technology and signal behavior.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
The milk will spoil faster if you leave it on the counter than in the fridge.,0,Spoilage rates are objectively testable.,1,1,It involves bacterial growth and temperature.,4,1,Plain literal language.,4,0,"It is an empirical claim, not a value statement.",1,0,It infers comparative spoilage from known temperature effects.,4,1,Milk storage is an ordinary household matter.,4,Familiar storage reasoning grounded in everyday experience and biology.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"If you drop your keys in a dark parking lot, you will need a flashlight to find them.",0,The visibility issue is objectively checkable.,1,1,"It relies on light and visibility, a physical matter.",4,1,Literal plain wording.,4,0,"It is a practical prediction, not a social rule.",1,0,It reasons from darkness to the need for artificial light.,4,1,Dropping and searching for keys is a common experience.,4,Combines everyday experience with physical knowledge and simple reasoning.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
The old wooden fence will fall over if the soil under it gets soaked.,0,Structural failure is empirically observable.,1,1,It involves soil mechanics and structural physics.,4,1,Literal statement.,4,0,"It is a factual prediction, not a value.",1,0,It infers collapse from soaked soil undermining the posts.,4,1,Yard fences and wet weather are common experiences.,4,Reasoning about structural stability from weather and ground conditions.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"If you overfill a kettle, the water will spill out when it boils.",0,Boiling overflow is directly verifiable.,1,1,It involves boiling and volume expansion.,4,1,Plain literal wording.,4,0,"It is an empirical prediction, not a norm.",1,0,It combines boiling knowledge with the constraint of container capacity.,4,1,Using kettles is a routine kitchen activity.,4,Everyday kitchen reasoning based on physical behavior of boiling water.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
The paint will take hours to dry on a humid day.,0,Drying time is measurable.,1,1,It involves evaporation and humidity.,4,1,Literal plain statement.,4,0,"It is a factual prediction, not a judgment.",1,0,It infers slower drying from humidity's effect on evaporation.,4,1,Painting at home is an ordinary chore.,4,A familiar inference about drying times from weather conditions.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
"If you squeeze a full water bottle too hard, the cap will pop off.",0,It is testable and not subjective.,1,1,It relies on fluid pressure and mechanics.,4,1,Literal wording.,4,0,"It is an empirical prediction, not a convention.",1,0,It reasons that internal pressure will force the cap off.,4,1,Water bottles are ubiquitous everyday items.,4,Simple mechanical reasoning with everyday objects.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",z-ai/glm-5.3
