statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
The early bird catches the worm.,0,Whether being early truly always leads to success is debatable and subjective. It cannot be universally proven.,3,1,Bird behavior and worm activity are biological phenomena governed by natural rules. They are not social constructs.,3,0,This is a metaphor; the 'early bird' represents proactive people and the 'worm' represents rewards. It is not purely literal.,4,1,It describes what happens (early birds do catch worms) rather than prescribing what should happen. It is not a moral injunction.,3,1,"This is an observation about nature and a generalization, not a conclusion reached through logical derivation. It is a direct claim.",4,1,Birds foraging for worms in the morning is a common sight in everyday life. People observe this regularly.,4,"This common proverb suggests that acting early leads to success, using a nature metaphor.","['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Rome wasn't built in a day.,0,"While it is true that large projects take time, the emphasis and framing reflect a subjective perspective on patience. It cannot be precisely verified.",3,1,"Building structures requires physical labor, materials, and time governed by engineering constraints. These are not social constructs.",3,0,This is a metonymy/hyperbole using Rome's construction to represent any large endeavor. It is not purely literal.,4,1,It describes a factual regularity about construction and time rather than prescribing behavior. It is not a normative statement.,3,1,"This is an observation about the world (construction takes time), not a conclusion derived through reasoning. It is stated directly.",4,1,"People encounter construction, projects, and long-term efforts in daily life. The patience required is universally experienced.",3,This famous saying reminds people that great things take time to achieve.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
You can't make an omelet without breaking eggs.,0,Whether every achievement truly requires sacrifice is debatable and subjective. It cannot be universally proven.,3,1,Eggs are physical objects that must be broken to access their contents; this is a biological and physical fact. It is not a social rule.,4,0,This is a metaphor; 'breaking eggs' represents necessary sacrifices and 'omelet' represents the desired outcome. It is not purely literal.,4,1,It describes what happens (eggs must break for omelets) rather than what should happen. It is not a normative judgment.,4,1,"This is an observation about cooking and by extension life, not a conclusion derived through multi-step reasoning. It is a direct claim.",4,1,Cooking eggs and making omelets is a common kitchen activity. Breaking eggs is part of everyday food preparation.,4,This common saying means that achieving something often requires some sacrifice or disruption.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Still waters run deep.,0,Whether calm people are truly deeper is subjective and cannot be objectively proven. It is a generalization.,3,1,"Water depth and surface calmness are physical and hydrological properties. They are governed by fluid dynamics, not social rules.",4,0,This is a metaphor; 'still waters' represents calm people and 'deep' represents hidden complexity or emotion. It is not literal.,4,1,It describes a perceived regularity about nature and character rather than prescribing behavior. It is not normative.,4,1,"This is an observation about nature and people, not a conclusion derived through logical reasoning. It is a direct assertion.",4,1,"People encounter rivers, lakes, and ponds in everyday life. Observing water surfaces is a common experience.",4,This proverb suggests that calm exteriors can hide great depth or complexity.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
"The bigger they are, the harder they fall.",0,Whether prominent people truly always fall harder is subjective and debatable. It cannot be universally demonstrated.,3,1,Gravitational force and impact are physical phenomena; larger objects do hit harder due to mass and momentum. This is physics.,3,0,This is a metaphor; 'bigger' refers to prominence and 'fall' refers to failure or downfall. It is not purely literal.,4,1,It describes a perceived pattern rather than telling people what they ought to do. It is not a normative statement.,4,1,"This is an observation about the world, not a conclusion arrived at through combining multiple facts with logic. It is a direct claim.",4,1,People observe objects falling and see prominent figures succeed or fail in daily news. Both are common experiences.,3,This saying suggests that more powerful or prominent people suffer greater consequences when they fail.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
It never rains but it pours.,0,Whether bad events truly cluster is subjective and cannot be objectively proven. It reflects a personal perception of patterns.,4,1,Rain and precipitation patterns are meteorological phenomena governed by atmospheric physics. They are not social constructs.,4,0,"This is hyperbole and metaphor; 'pours' exaggerates the intensity, and the saying metaphorically describes clustering of events. It is not literal.",4,1,It describes a perceived regularity about events rather than prescribing behavior or making moral judgments. It is not normative.,4,1,"This is an observation about perceived patterns, not a conclusion derived through reasoning. It is stated as a direct claim.",4,1,Rain is a common weather event people encounter regularly. Heavy downpours are a familiar experience.,4,This saying expresses the feeling that troubles or events tend to come all at once.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Lightning never strikes the same place twice.,0,"This is actually factually false (lightning can and does strike the same place twice), making it an opinion or belief rather than demonstrable fact. It cannot be shown correct.",4,1,"Lightning is an electrical discharge governed by atmospheric physics. It is a natural phenomenon, not a social construct.",3,0,This is a metaphor; 'lightning striking' represents rare or dramatic events happening. It is not meant purely literally.,4,1,It describes a perceived regularity about the world rather than prescribing what should be done. It is not normative.,4,1,"This is a claim about the world, not a conclusion derived through reasoning. It is presented as a direct observation.",4,1,Thunderstorms and lightning are common weather events people observe. The saying is part of everyday conversation.,3,This common saying suggests that unusual events rarely repeat in the same way.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
A rolling stone gathers no moss.,0,Whether constant movement truly prevents stagnation is subjective and debatable. It cannot be objectively proven.,3,1,Moss growth on stationary surfaces is a biological process; movement prevents attachment. This is governed by biology and physics.,4,0,This is a metaphor; 'rolling stone' represents an active person and 'moss' represents attachments or stagnation. It is not literal.,4,1,It describes a perceived regularity rather than prescribing what one should do. It is not a normative statement.,3,1,"This is an observation about nature extended to life, not a conclusion reached through logical reasoning. It is a direct claim.",4,1,"Stones, moss, and natural landscapes are encountered in everyday outdoor life. The image is familiar.",4,This proverb suggests that people who keep moving avoid accumulating burdens or stagnation.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The night is darkest just before the dawn.,0,Whether things truly get worst before improving is subjective and cannot be objectively proven. It is an optimistic belief.,3,1,The absence of sunlight before dawn and the rotation of Earth are astronomical and physical phenomena. They are not social constructs.,4,0,This is a metaphor; 'darkest night' represents the worst moment and 'dawn' represents improvement or hope. It is not purely literal.,4,1,It describes a perceived pattern in nature and life rather than prescribing behavior. It is not a normative statement.,4,1,"This is an observation about the natural world, not a conclusion derived through multi-step reasoning. It is a direct claim.",4,1,People observe the transition from night to dawn regularly. The darkness before sunrise is a common experience.,4,This saying suggests that things seem worst right before they improve.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
A rising tide lifts all boats.,0,Whether prosperity truly benefits everyone equally is debatable and subjective. It cannot be objectively proven.,3,1,Buoyancy and tidal forces are governed by physics and fluid mechanics. They are not social constructs.,4,0,This is a metaphor; 'rising tide' represents economic growth and 'boats' represent individuals or groups. It is not purely literal.,4,1,It describes a perceived regularity rather than prescribing what should be done. It is not a normative statement.,4,1,"This is an observation about a physical phenomenon extended metaphorically, not a conclusion derived through reasoning. It is a direct claim.",4,1,Tides and boats are observable in coastal and lake communities. The image is accessible in everyday life.,3,This saying suggests that general prosperity benefits everyone.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The apple doesn't fall far from the tree.,0,Whether children always resemble parents is subjective and debatable. It cannot be universally proven true.,3,1,Gravity causing fruit to fall near the tree is a physical and biological phenomenon. It is not a social construct.,4,0,This is a metaphor; the 'apple' represents offspring and the 'tree' represents parents. It is not purely literal.,4,1,It describes a perceived regularity about nature and inheritance rather than prescribing behavior. It is not normative.,4,1,"This is an observation about nature and heredity, not a conclusion derived through logical reasoning. It is a direct claim.",4,1,"Apple trees and falling fruit are common in gardens, orchards, and parks. People observe this regularly.",4,This saying suggests that children tend to resemble their parents in character or behavior.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
"Where there's smoke, there's fire.",0,Whether signs always indicate a real problem is debatable; sometimes there is smoke without fire. It cannot be universally proven.,3,1,"Combustion producing smoke is a chemical and physical process. It is governed by thermodynamics, not social rules.",4,0,This is a metaphor; 'smoke' represents signs or rumors and 'fire' represents the actual problem. It is not purely literal.,4,1,It describes a perceived causal regularity rather than prescribing what one should do. It is not a normative statement.,4,1,"This is an observation about the physical world, not a conclusion derived through multi-step reasoning. It is a direct claim.",4,1,"Smoke and fire are encountered in cooking, campfires, and accidents. They are part of ordinary experience.",4,This saying suggests that signs of trouble usually indicate a real underlying problem.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
You can lead a horse to water but can't make it drink.,0,Whether you truly can never force someone is debatable and subjective. It reflects a perspective on free will.,3,1,Animal biology and thirst are physical and biological phenomena. A horse's decision to drink is governed by physiology.,3,0,This is a metaphor; 'leading to water' represents offering help and 'drinking' represents accepting it. It is not purely literal.,4,1,It describes a perceived regularity about behavior rather than prescribing what should be done. It is not a normative statement.,3,1,"This is an observation about animal behavior extended to people, not a conclusion derived through reasoning. It is a direct claim.",4,1,"Horses and watering them are encountered in rural life, farms, and popular culture. The scenario is accessible.",3,This saying suggests you can offer opportunities but cannot force someone to take them.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The squeaky wheel gets the grease.,0,Whether complaining always gets results is subjective and debatable. It cannot be universally proven true.,3,1,Friction causing squeaking and lubrication reducing it are mechanical and physical phenomena. They are not social constructs.,4,0,This is a metaphor; the 'squeaky wheel' represents those who complain and 'grease' represents attention or help. It is not purely literal.,4,1,It describes a perceived regularity about cause and effect rather than prescribing behavior. It is not a normative statement.,3,1,"This is an observation about mechanical maintenance extended to human behavior, not a conclusion derived through reasoning. It is a direct claim.",4,1,"Squeaky wheels on carts, doors, and machinery are common everyday annoyances. Oiling them is routine maintenance.",4,This saying suggests that those who speak up or complain get attention or help first.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
A chain is only as strong as its weakest link.,0,"While physically true for chains, applying it broadly to all systems is a subjective generalization. It cannot be universally proven for every context.",3,1,Tensile strength and structural failure are governed by physics and materials science. A chain breaking at its weakest point is a physical fact.,4,0,This is a metaphor; 'chain' represents a system or team and 'weakest link' represents the most vulnerable member. It is not purely literal.,4,1,It describes a physical regularity about structural integrity rather than prescribing what should be done. It is not a normative statement.,4,1,"This is an observation about physical objects, not a conclusion derived through multi-step reasoning. It is a direct claim.",4,1,"Chains are used in everyday life for bicycles, locks, and machinery. Their strength is a common practical concern.",4,This saying suggests that a group or system is limited by its most vulnerable part.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The pot calling the kettle black.,0,Whether someone is being hypocritical is a subjective judgment. It cannot be objectively demonstrated in all cases.,3,1,Soot accumulation on cookware from fire is a chemical and physical process. It is not a social construct.,3,0,This is a metaphor and personification; pots and kettles don't literally call each other names. It is not literal language.,4,1,It describes a perceived pattern of hypocrisy rather than prescribing what one should do. It is not a normative injunction.,3,1,"This is an observation about a situation, not a conclusion derived through logical reasoning. It is a direct descriptive claim.",4,1,Cooking pots and kettles are everyday kitchen items. Seeing them blackened by soot was historically common.,4,"This saying describes criticizing someone for a fault you also have, using a kitchen metaphor.","['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Too many cooks spoil the broth.,0,Whether more people truly always ruins outcomes is subjective and debatable. It cannot be universally proven.,3,1,Cooking is a chemical and physical process; too many ingredients or conflicting actions can ruin food. This is governed by chemistry.,3,0,This is a metaphor; 'cooks' represents contributors and 'broth' represents the project or outcome. It is not purely literal.,4,1,It describes a perceived regularity about collaboration rather than prescribing behavior. It is not a normative statement.,3,1,"This is an observation about cooking extended to teamwork, not a conclusion derived through reasoning. It is a direct claim.",4,1,Cooking and preparing meals are everyday activities. Too many people in a kitchen is a common experience.,4,This saying suggests that too many people working on something can ruin the result.,"['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
"When it rains, it pours.",0,Whether events truly cluster is a subjective perception of patterns. It cannot be objectively demonstrated.,4,1,Precipitation intensity is a meteorological phenomenon governed by atmospheric physics. It is not a social construct.,4,0,"This is hyperbole and metaphor; 'pours' exaggerates the rain, and the phrase metaphorically describes clustering of events. It is not purely literal.",4,1,It describes a perceived regularity about events rather than prescribing what should be done. It is not a normative statement.,4,1,"This is an observation about perceived patterns, not a conclusion derived through logical reasoning. It is a direct claim.",4,1,Rain and heavy downpours are common weather events people experience regularly. It is part of daily life.,4,"This saying expresses that events, especially bad ones, tend to happen in clusters.","['opinion', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Water freezes into ice at zero degrees Celsius.,1,"This is a measurable physical property of water, not a matter of opinion. Confidence: 4.",4,1,Freezing point is a physical property of water governed by thermodynamics. Confidence: 4.,4,1,The sentence means exactly what it says with no metaphor or hyperbole. Confidence: 4.,4,1,"It describes an empirical regularity of nature, not a judgment or norm. Confidence: 4.",4,1,"It is a direct observation about the world, not a conclusion derived from combining multiple premises. Confidence: 4.",4,1,"People encounter freezing water in freezers, winter weather, and ice cubes regularly. Confidence: 4.",4,People commonly observe water turning to ice in freezers and cold weather.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The sun rises in the east.,1,This is objectively verifiable through observation of sunrise direction. Confidence: 4.,4,1,"This is governed by Earth's rotation, a physical/astronomical phenomenon. Confidence: 4.",4,1,The statement means exactly what it says; the sun literally appears in the eastern sky. Confidence: 4.,4,1,"It describes an empirical regularity of Earth's rotation, not a value judgment. Confidence: 4.",4,1,"It is a direct observation about the world, not a logical derivation. Confidence: 4.",4,1,People observe sunrise daily as part of ordinary life. Confidence: 4.,4,This is one of the most universally observed facts about the natural world.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Touching a hot stove burns your skin.,1,Heat transfer causing tissue damage is a verifiable physical phenomenon. Confidence: 4.,4,1,"Burns result from thermal energy transfer, a physical/biological process. Confidence: 4.",4,1,The statement is plain and literal; touching a hot stove literally burns skin. Confidence: 4.,4,1,"It describes a physical cause-and-effect, not a norm or value. Confidence: 4.",4,1,"It is a direct empirical observation, not a multi-step reasoning conclusion. Confidence: 4.",4,1,Cooking and hot surfaces are part of daily household experience. Confidence: 4.,4,People learn early in life that hot surfaces cause burns through experience.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Dogs have four legs.,1,The number of legs on a dog is objectively countable. Confidence: 4.,4,1,Leg count is a biological/anatomical feature of the animal. Confidence: 4.,4,1,The statement is completely literal with no figurative meaning. Confidence: 4.,4,1,"It describes a biological fact, not a judgment or norm. Confidence: 4.",4,1,"It is a direct observation about dogs, not a derived conclusion. Confidence: 4.",4,1,Dogs are common animals people see in daily life. Confidence: 4.,4,This is a basic observable fact about dogs that everyone encounters.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Ice floats in liquid water.,1,Ice floating is a measurable physical phenomenon based on density. Confidence: 4.,4,1,Buoyancy and density are physical properties governed by physics. Confidence: 4.,4,1,The statement is plain and literal; ice literally floats on water. Confidence: 4.,4,1,"It describes a physical regularity, not a social norm or value. Confidence: 4.",4,1,"It is a direct observable fact, not a conclusion from reasoning. Confidence: 4.",4,1,"People see ice float in glasses, ponds, and lakes frequently. Confidence: 4.",4,People observe ice floating in drinks and frozen lakes regularly.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
A dropped glass will shatter on a hard floor.,1,Glass breaking upon impact is a verifiable physical event. Confidence: 4.,4,1,Glass shattering involves material science and impact physics. Confidence: 4.,4,1,The language is plain and literal; glass literally shatters. Confidence: 4.,4,1,"It describes a physical cause-and-effect, not a norm or judgment. Confidence: 4.",4,1,"It is a direct observation about what happens, not a logical derivation. Confidence: 4.",4,1,Dropping dishes and glasses is a common household occurrence. Confidence: 4.,4,People commonly observe that fragile objects break when dropped on hard surfaces.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Rain makes the ground wet.,1,Water from rain making surfaces wet is objectively verifiable. Confidence: 4.,4,1,Water falling and wetting surfaces is a physical process. Confidence: 4.,4,1,The statement is completely literal; rain literally wets the ground. Confidence: 4.,4,1,"It describes a physical phenomenon, not a social rule or value. Confidence: 4.",4,1,"It is a direct observation, not a conclusion requiring multi-step reasoning. Confidence: 4.",4,1,Rain is a common weather event people experience regularly. Confidence: 4.,4,Anyone who has been outside during rain observes the ground becoming wet.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Fire produces heat and light.,1,Heat and light emission from combustion is measurable and verifiable. Confidence: 4.,4,1,Combustion producing heat and light is a chemical/physical process. Confidence: 4.,4,1,The statement is plain and literal; fire literally emits heat and light. Confidence: 4.,4,1,"It describes a physical phenomenon of combustion, not a norm. Confidence: 4.",4,1,"It is a direct observation about fire, not a derived conclusion. Confidence: 4.",4,1,"People encounter fire in cooking, candles, and heaters daily. Confidence: 4.",4,"People observe heat and light from fire in candles, stoves, and campfires.","['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Plants need sunlight to grow.,1,Photosynthesis requiring sunlight is a verifiable biological fact. Confidence: 4.,4,1,Photosynthesis is a biological/chemical process governed by natural laws. Confidence: 4.,4,1,The statement is literal; plants literally require sunlight for growth. Confidence: 4.,4,1,"It describes a biological regularity, not a social norm or value. Confidence: 4.",4,1,"It is a direct observation about plant biology, not a reasoning chain. Confidence: 4.",4,1,"People encounter plants in gardens, parks, and homes regularly. Confidence: 4.",4,People observe that plants kept in darkness wilt while those in sun thrive.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Heavier objects are harder to lift.,1,Greater mass requiring more force to lift is a measurable physical fact. Confidence: 4.,4,1,"Weight and force are governed by physics (gravity, Newton's laws). Confidence: 4.",4,1,The statement is plain and literal; heavier things literally require more effort. Confidence: 4.,4,1,It describes a physical regularity related to gravity and force. Confidence: 4.,4,1,"It is a direct observation about physical effort, not a logical derivation. Confidence: 4.",4,1,People lift objects of varying weight constantly in daily life. Confidence: 4.,4,People feel the difference in effort when lifting light versus heavy items.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The moon appears brighter than stars.,1,The moon's apparent brightness relative to stars is measurable. Confidence: 4.,4,1,"Apparent brightness is governed by distance and reflected light, physical properties. Confidence: 4.",4,1,The statement is literal; the moon literally appears brighter in the sky. Confidence: 4.,4,1,"It describes an observable astronomical regularity, not a norm. Confidence: 4.",4,1,"It is a direct visual observation, not a conclusion from reasoning. Confidence: 4.",4,1,Looking at the night sky is a common everyday experience. Confidence: 4.,4,People observe the moon as the brightest object in the night sky.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Metal feels colder than wood at the same temperature.,1,Thermal conductivity differences are measurable physical properties. Confidence: 4.,4,1,Thermal conductivity is a physical property of materials. Confidence: 4.,4,1,The statement is literal; metal literally feels colder due to heat transfer. Confidence: 4.,4,1,It describes a physical phenomenon of thermal conductivity. Confidence: 4.,4,1,"It is a direct sensory observation, not a multi-step reasoning conclusion. Confidence: 4.",4,1,People touch metal and wood objects daily in homes and workplaces. Confidence: 4.,4,People notice metal objects feel colder to touch than wooden ones.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
A ball rolls downhill due to gravity.,1,Gravity pulling objects downhill is a verifiable physical fact. Confidence: 4.,4,1,Gravity and rolling motion are governed by physics. Confidence: 4.,4,1,The statement is completely literal; a ball literally rolls downhill. Confidence: 4.,4,1,It describes a physical regularity governed by gravity. Confidence: 4.,4,1,"It is a direct observation about what happens, not a derived conclusion. Confidence: 3.",3,1,"People see objects roll down slopes in parks, streets, and hills. Confidence: 4.",4,Children and adults observe balls and objects rolling down slopes regularly.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Humans need to drink water to survive.,1,Human biological need for water is a verifiable physiological fact. Confidence: 4.,4,1,Hydration is a biological/physiological requirement of the human body. Confidence: 4.,4,1,The statement is literal; humans literally need water to live. Confidence: 4.,4,1,"It describes a biological necessity, not a social norm or value. Confidence: 4.",4,1,"It is a direct observation about human biology, not a reasoning chain. Confidence: 4.",4,1,Drinking water is a daily activity everyone experiences. Confidence: 4.,4,People feel thirst and know they must drink water regularly.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Electricity can shock you if you touch a live wire.,1,Electric current passing through the body is a measurable physical event. Confidence: 4.,4,1,Electrical current and its effects on the body are governed by physics. Confidence: 4.,4,1,The statement is literal; touching a live wire literally causes a shock. Confidence: 4.,4,1,"It describes a physical cause-and-effect, not a norm or judgment. Confidence: 4.",4,1,"It is a direct observation about electricity's effect, not a derived conclusion. Confidence: 4.",4,1,"People encounter electrical outlets, wires, and appliances in daily life. Confidence: 4.",4,People are warned about and experience electric shocks from exposed wires.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Snow is cold to the touch.,1,Snow's temperature below 0°C is objectively measurable. Confidence: 4.,4,1,Temperature is a physical property measurable by thermometers. Confidence: 4.,4,1,The statement is literal; snow literally feels cold when touched. Confidence: 4.,4,1,"It describes a physical property, not a social norm. Confidence: 4.",4,1,"It is a direct sensory observation, not a reasoning conclusion. Confidence: 4.",4,1,People in many regions encounter snow in winter regularly. Confidence: 4.,4,Anyone who has touched snow knows it feels cold.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
A loud sound can hurt your ears.,1,Sound pressure levels causing ear damage are measurable. Confidence: 4.,4,1,Sound waves and their effect on eardrums are physical/biological. Confidence: 4.,4,1,The statement is literal; loud sounds literally damage hearing. Confidence: 4.,4,1,"It describes a physical/biological effect, not a norm or value. Confidence: 4.",4,1,"It is a direct observation about sound's effect, not a logical derivation. Confidence: 4.",4,1,"People encounter loud sounds in traffic, events, and work. Confidence: 4.",4,"People experience ear pain at concerts, construction sites, or explosions.","['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Eggs break when dropped on a hard surface.,1,Egg shells breaking on impact is an objectively verifiable event. Confidence: 4.,4,1,Impact force exceeding shell strength is a physical/mechanical phenomenon. Confidence: 4.,4,1,The statement is completely literal; eggs literally crack when dropped. Confidence: 4.,4,1,"It describes a physical cause-and-effect, not a norm. Confidence: 4.",4,1,"It is a direct observation, not a conclusion from multi-step reasoning. Confidence: 4.",4,1,Handling eggs in cooking and grocery shopping is a common experience. Confidence: 4.,4,People observe eggs cracking when dropped while cooking or handling them.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
The sky appears blue during a clear day.,1,Rayleigh scattering causing blue sky is a verifiable physical phenomenon. Confidence: 4.,4,1,Light scattering in the atmosphere is governed by physics. Confidence: 4.,4,1,The statement is literal; the sky literally appears blue. Confidence: 4.,4,1,"It describes an observable physical phenomenon, not a norm. Confidence: 4.",4,1,"It is a direct visual observation, not a reasoning conclusion. Confidence: 4.",4,1,Looking at the sky is something people do every day. Confidence: 4.,4,People look up and see a blue sky on clear days.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Bread rises when baked in an oven.,1,Yeast producing CO2 causing dough to rise is a verifiable process. Confidence: 4.,4,1,Thermal expansion and gas production are physical/chemical processes. Confidence: 4.,4,1,The statement is literal; bread dough literally expands in the oven. Confidence: 4.,4,1,"It describes a physical/chemical process, not a social norm. Confidence: 4.",4,1,"It is a direct observation about baking, not a logical derivation. Confidence: 4.",4,1,Baking and buying bread are common everyday activities. Confidence: 4.,4,People observe dough expanding into bread while baking at home or in bakeries.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Birds fly by flapping their wings.,1,Wing flapping generating lift is a verifiable biological/physical mechanism. Confidence: 4.,4,1,Aerodynamics of flight is governed by physics and biology. Confidence: 4.,4,1,The statement is completely literal; birds literally flap wings to fly. Confidence: 4.,4,1,"It describes a biological mechanism, not a norm or value. Confidence: 4.",4,1,"It is a direct observation about bird behavior, not a reasoning conclusion. Confidence: 4.",4,1,People see birds flying in their neighborhoods regularly. Confidence: 4.,4,"People observe birds flying by wing movement in parks, skies, and trees.","['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Summer feels nicer than winter here.,0,Whether summer is nicer is subjective and cannot be objectively proven. Confidence: 4.,4,1,"It relates to temperature and weather, which are physical phenomena. Confidence: 3.",3,1,The sentence means exactly what it says without metaphor or hyperbole. Confidence: 4.,4,1,"This refers to an observable seasonal weather pattern affecting comfort, not a social norm or moral judgment. Confidence: 3.",3,1,"It is an observation about seasonal experience, not a logical deduction. Confidence: 4.",4,1,People experience seasonal temperature changes in ordinary daily life. Confidence: 4.,4,People commonly form preferences about seasons based on their everyday experience of weather.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Fresh bread smells better than stale bread.,0,Whether one smells better is subjective preference. Confidence: 4.,4,1,"Smell arises from volatile chemical compounds, a physical/biological phenomenon. Confidence: 3.",3,1,It plainly describes a smell comparison without figurative language. Confidence: 4.,4,1,"This describes a sensory observation about bread, not a social rule. Confidence: 4.",4,1,"It is an observation about smell, not a reasoned conclusion. Confidence: 4.",4,1,Encountering bread and noticing its smell is an ordinary experience. Confidence: 4.,4,People commonly notice and compare food smells in daily life.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
This beach is more beautiful than that one.,0,Beauty is inherently subjective and cannot be objectively measured. Confidence: 4.,4,1,"Beaches are physical features with sand, water, and landscape. Confidence: 4.",4,1,The statement uses plain language without metaphor or hyperbole. Confidence: 4.,4,1,"It refers to observable physical features of beaches, not social norms. Confidence: 3.",3,1,"It is an observation about physical scenery, not a logical deduction. Confidence: 4.",4,1,Visiting or seeing beaches is a common experience for many people. Confidence: 4.,4,People commonly compare natural scenery based on personal aesthetic experience.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
Rainy days feel gloomier than sunny days.,0,Whether a day feels gloomier is a subjective perception. Confidence: 4.,4,1,"Rain, clouds, and sunlight are physical meteorological phenomena. Confidence: 4.",4,1,The language is plain and descriptive without figurative meaning. Confidence: 3.,3,1,"It refers to observable weather and light conditions, not social conventions. Confidence: 3.",3,1,"It is a direct observation about weather perception, not a logical inference. Confidence: 4.",4,1,Experiencing rainy and sunny days is part of ordinary life. Confidence: 4.,4,People commonly associate weather conditions with their perceptual experience of light and mood.,"['opinion', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",qwen/qwen3.8-max-0902
